#ID RA DEC Maj EMaj Flux EFlux
274 91.701652 8.6792533 0.370493259117 0.112773166683 4.67364635479 2.70883815262
259 93.979553 9.3652856 0.650251918194 0.3040030178 10.0796269575 2.16013503946
241 94.297523 9.8516745 0.458927206442 0.136407093536 8.2789198616 2.54947811885
215 94.417152 8.6335312 0.548862765769 0.162613092806 10.8076616095 2.41158060966
174 95.988954 10.269745 0.207546541167 0.0340507866461 1.93296964669 2.49651409592
159 96.505227 4.3765538 1.25524039957 0.319828014193 44.2351221547 1.36818683953
331 97.007929 10.371556 0.358933581199 0.0782399744883 5.72642493982 2.73839547451
78 98.43141 11.608658 0.651515318327 0.202590298873 12.6480011209 2.25735657451
70 98.551229 10.667595 0.0942689970264 0.0070542514298 0.269832697582 1.49889799426
52 98.554268 10.396245 1.46797208704 0.268459826485 68.4277737011 1.26080592054
440 98.808621 10.587542 0.13625960823 0.00911868404406 1.19185269396 1.98894567769
48 98.829222 9.4424432 0.534457629931 0.187160722119 7.44510645336 2.50182786942
49 98.951709 10.767458 0.186688969313 0.0296317089592 1.31571027039 2.38871339495
53 99.161526 10.898239 0.147300600202 0.0144922385429 0.809296333554 2.13689945801
32 99.281709 5.5717654 0.710364721935 0.257037400579 12.2617348618 2.16198498964
315 99.493387 12.514097 0.630897115517 0.166247636945 16.0647428465 2.23368459808
46 99.994116 12.052843 0.29492400878 0.0459922540478 5.1913004619 2.7254040248
18 100.84201 12.767974 0.593989207808 0.104645727828 28.2561622784 2.10188387965
318 101.24327 12.052035 0.531427303232 0.128076660799 12.0144120341 2.46237701569
311 101.35048 13.393296 0.12055130511 0.00909775437481 0.684961840672 1.82540563944
6 102.39984 11.803969 0.367966211748 0.120952777984 4.91437936174 2.67184158478
313 102.92464 9.5995989 0.576506813969 0.199901635732 10.2713029508 2.3487339492
306 103.15308 14.520133 1.19395244142 0.555571093434 5.92044327081 1.90096563687
